Function and Parameters;Data Segment
"1712068828146,GetAlarm,9,262,";47494f50010001004800000000000000e037000001001c0004000000010000001d0000006d6f63686147657443757272656e74416c61726d4d7367466972737400512f0100000000010000000900000006010000
"1712068828671,GetWorkPosition,2,0,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000250000000100000001000000020000000000000010000000
"1712068829187,GetWorkPosition2,2,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000100000001000000020000000000000010000000
"1712068829691,GetMachinePosition,1,1,";47494f50010001004400000000000000e0370000015b590104000000010000000d0000006d6f636861476574446174610000000000000000250000001200000001000000010000000000000010000000
"1712068830198,GetMachinePosition2,1,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000200000001000000010000000000000010000000
"1712068830717,GetCurrentPosition,1,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f636861476574446174610000000000000000250000000300000001000000010000000000000010000000
"1712068831233,GetDistance,1,1,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000010000000000000010000000
"1712068831749,GetDistance2,3,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000040000000000000010000000
"1712068832272,GetNextDistance,1,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f636861476574446174610000000000000000250000000a00000001000000010000000000000010000000
"1712068832787,GetFeedSpeed,1,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000200000001000000000000000000000010000000
"1712068833305,GetTCPSpeed,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c237700000000210000000300000001000000000000000000000005000000
"1712068833811,GetManualOverlap,2,1,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f636861476574446174610000000000000000250000000900000001000000020000000000000010000000
"1712068834315,GetManualOverlap2,2,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000800000001000000020000000000000010000000
"1712068834868,GetProgramPosition,3,";47494f50010001004400000000000000e0370000015b590104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712068835388,GetProgramPosition3,3,";47494f50010001004400000000000000e03700000157590104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712068835894,GetTCPMachinePosition,1,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c237700000000250000001900000001000000010000000000000005000000
"1712068836401,GetFeedbackPosition,2,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000250000002100000001000000020000000000000010000000
"1712068836910,GetTableCoordinationPosition,3,";47494f50010001004400000000000000e0370000015b590104000000010000000d0000006d6f636861476574446174610000000000000000250000002200000001000000040000000000000010000000
"1712068837415,GetWorkInstallationPosition,1,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f636861476574446174610000000000000000250000002300000001000000010000000000000010000000
"1712068837924,GetInclinedSurfacePosition,2,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f636861476574446174610000000000000000250000002400000001000000020000000000000010000000
"1712068838430,GetGCodeCommand,8,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c237700000000290000000800000001000000000000000000000005000000
"1712068838938,GetToolCommand,3,2,";47494f50010001004400000000000000e03700000100090004000000010000000d0000006d6f63686147657444617461003c237700000000290000006500000001000000040000000000000002000000
"1712068839447,GetFeedCommand,5,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c237700000000210000000300000001000000000000000000000010000000
"1712068839951,GetCommand2,1,1,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000002b0000000100000001000000000000000000000003000000
"1712068840466,SetCommand2,1,3,19717817,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000026000000670000000100000000000000000000000300000004000000b9de2c01
"1712068840985,CurrentBlockRead,8,";47494f50010001004400000000000000e03700000158590104000000010000001d0000006d6f63686147657443757272656e74507267426c6f636b466972737400000000000000000100000008000000
"1712068841491,GetProgramNumber2,1,";47494f50010001004400000000000000e037000001001f0004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000c900000001000000000000000000000010000000
"1712068841996,GetSequenceNumber,1,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000ca00000001000000000000000000000003000000
"1712068842513,GetBlockNumber,0,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000006700000001000000000000000000000003000000
"1712068843018,GetSubProLevel,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000002d0000000100000001000000000000000000000001000000
"1712068843536,GetInformation,3,";47494f50010001004600000000000000e0370000010056010400000001000000150000006d6f63686146534f70656e4469726563746f727900482f01000000000e0000004d30313a5c5052475c555345525c
"1712068843536,GetInformation,3,";47494f50010001004400000000000000e0370000015a59010400000001000000110000006d6f6368614653496f63746c46696c6500000000000000000000000001000000030000000400000000000000
"1712068843536,GetInformation,3,";47494f50010001003800000000000000e0370000010056010400000001000000160000006d6f6368614653436c6f73654469726563746f72790000000000000000000000
"1712068844056,GetCurrentBlockByByte,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000002d000000d400000001000000000000000000000003000000
"1712068844564,GetClockData,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000600000000000000000000000000000003000000
"1712068844564,GetClockData,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c237700000000280000000700000000000000000000000000000003000000
"1712068845082,SetClockData,27576503,53270,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000060000000000000000000000000000000300000004000000b7c8a401
"1712068845587,GetAliveTime,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000100000000000000000000000000000003000000
"1712068846098,SetAliveTime,55483694,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000280000000100000000000000000000000000000003000000040000002e9d4e03
"1712068846604,GetRunTime,";47494f50010001004400000000000000e037000001001f0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000200000000000000000000000000000003000000
"1712068847112,SetRunTime,50707457,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002800000002000000000000000000000000000000030000000400000001bc0503
"1712068847620,GetStartTime,";47494f50010001004400000000000000e037000001001f0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000300000000000000000000000000000003000000
"1712068848126,SetStartTime,57135080,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000030000000000000000000000000000000300000004000000e8cf6703
"1712068848642,GetEstimateTime,1,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c237700000000280000000500000000000000000000000000000003000000
"1712068849151,SetEstimateTime,1,34212598,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000050000000000000000000000000000000300000004000000f60a0a02
"1712068849666,GetServoMonitor,1,99,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712068850186,GetServoVersion,1,4,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712068850186,GetServoVersion,1,4,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000003b0000002a00000000000000010000000000000010000000
"1712068850695,GetServoDiagnosis,3,1,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712068850695,GetServoDiagnosis,3,1,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000003b0000003600000000000000040000000000000001000000
"1712068851201,GetPowerVersion,2,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000400000000300000000000000020000000000000010000000
"1712068852222,GetSpindleMonitor,2,14,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000003f0000000300000000000000002000000000000003000000
"1712068852726,GetSpindleVersion,1,0,";47494f50010001004400000000000000e03700000157590104000000010000000d0000006d6f6368614765744461746100000000000000003f0000001b00000000000000010000000000000010000000
"1712068853243,GetSpindleDiagnosis,3,16,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000003f0000002400000000000000040000000000000003000000
"1712068853758,GetAbsPositionMonitor,2,4,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712068853758,GetAbsPositionMonitor,2,4,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f6368614765744461746100000000000000003b0000001d00000000000000020000000000000002000000
"1712068854274,GetAuxAxisMonitor,2,7,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000410000000800000000000000020000000000000002000000
"1712068854783,GetAuxAxisDiagnosis,2,3,";47494f50010001004400000000000000e03700000157590104000000010000000d0000006d6f636861476574446174610000000000000000410000004a00000000000000020000000000000010000000
"1712068855294,GetAuxAxisVersion,3,0,";47494f50010001004400000000000000e03700000157590104000000010000000d0000006d6f636861476574446174610000000000000000410000001300000000000000040000000000000010000000
"1712068855811,GetDowelTime,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000500000001000000000000000000000010000000
"1712068856327,GetInvalidStatus,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000200000001000000000000000000000001000000
"1712068856327,GetInvalidStatus,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000300000001000000000000000000000001000000
"1712068856866,GetCommandStatus,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f63686147657444617461000000000000000029000000cc00000001000000000000000000000001000000
"1712068857381,GetCuttingMode,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f63686147657444617461000000000000000029000000ce00000001000000000000000000000002000000
"1712068857886,GetAxisStatus,3,5,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f636861476574446174610000000000000000240000006400000001000000000000000000000002000000
"1712068858403,GetRunStatus,3,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c237700000000230000001600000001000000000000000000000003000000
"1712068858911,CommonVRead,310354,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c23770000000006000000d007000001000000000000000000000005000000
"1712068859917,GetSize,0,";47494f50010001004400000000000000e03700000157590104000000010000000d0000006d6f636861476574446174610000000000000000010000006400000001000000000000000000000002000000
"1712068860437,GetName,514,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461000000000000000005000000d209000000000000000000000000000010000000
"1712068861966,GetMacroLevel,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000230000000100000001000000000000000000000001000000
"1712068862988,GetToolSetSize,";47494f50010001004400000000000000e03700000100090004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000002000000
"1712068863493,GetType,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c237700000000030000000100000001000000000000000000000001000000
"1712068864007,GetOffset,4,8,10,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712068864514,GetOffset2,463,510,94,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712068865018,SetOffset,493,19,8,5216.943616,15,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000030000000200000001000000000000000000000003000000
"1712068869063,GetToolLifeType2,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712068869063,GetToolLifeType2,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712068869063,GetToolLifeType2,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712068870594,ChangeToolLifeGroup,10,10,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712068870594,ChangeToolLifeGroup,10,10,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712068870594,ChangeToolLifeGroup,10,10,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006000000000000000000000000000000001000000
"1712068870594,ChangeToolLifeGroup,10,10,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000120000001327000001000000000000000000000003000000040000000a000000
"1712068870594,ChangeToolLifeGroup,10,10,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712068871111,DeleteToolLifeGroup,4,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712068871111,DeleteToolLifeGroup,4,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712068871111,DeleteToolLifeGroup,4,";47494f50010001004400000000000000e0370000014c2f0104000000010000000d0000006d6f63686147657444617461004d2f01000000007e0000006000000000000000000000000000000001000000
"1712068871111,DeleteToolLifeGroup,4,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000011270000010000000000000000000000030000000400000004000000
"1712068872146,ChangeToolLifeToolNo,7,7,7,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712068872146,ChangeToolLifeToolNo,7,7,7,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712068872146,ChangeToolLifeToolNo,7,7,7,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712068872146,ChangeToolLifeToolNo,7,7,7,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000013270000010000000000000000000000030000000400000007000000
"1712068872146,ChangeToolLifeToolNo,7,7,7,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712068872666,DeleteToolLifeToolNo,7,7,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712068872666,DeleteToolLifeToolNo,7,7,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712068872666,DeleteToolLifeToolNo,7,7,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712068872666,DeleteToolLifeToolNo,7,7,";47494f50010001004c00000000000000e037000001001c0004000000010000000d0000006d6f63686153657444617461003c2377000000001200000013270000010000000000000000000000030000000400000007000000
"1712068872666,DeleteToolLifeToolNo,7,7,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f636861476574446174610000000000000000120000001327000001000000000000000000000003000000
"1712068873188,GetMGNControl,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000003700000008b0010000000000000000000000000002000000
"1712068873692,GetMGNControl,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000008b0010000000000000000000000000002000000
"1712068874207,GetMGNSize,";47494f50010001004400000000000000e03700000100090004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712068874207,GetMGNSize,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712068874207,GetMGNSize,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712068874207,GetMGNSize,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f6368614765744461746100000000000000003700000008b0010000000000000000000000000002000000
"1712068874715,GetMGNSize2,1,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712068875219,GetMGNReady2,1,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000003700000008b0010000000000000000000000000002000000
"1712068875219,GetMGNReady2,1,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c237700000000370000001eb0010000000000000000000000000002000000
"1712068875727,GetMGNPot,71,";47494f50010001004400000000000000e0370000015b590104000000010000000d0000006d6f6368614765744461746100000000000000003700000012b0010000000000000000000000000002000000
"1712068875727,GetMGNPot,71,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000003700000013b0010000000000000000000000000002000000
"1712068875727,GetMGNPot,71,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000003700000014b0010000000000000000000000000002000000
"1712068875727,GetMGNPot,71,";47494f50010001004400000000000000e0370000015b590104000000010000000d0000006d6f6368614765744461746100000000000000003700000015b0010000000000000000000000000002000000
"1712068875727,GetMGNPot,71,";47494f50010001004400000000000000e03700000157590104000000010000000d0000006d6f6368614765744461746100000000000000003700000016b0010000000000000000000000000002000000
"1712068876245,GetMGNPot3,5,140,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712068876245,GetMGNPot3,5,140,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712068876245,GetMGNPot3,5,140,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712068876245,GetMGNPot3,5,140,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712068876245,GetMGNPot3,5,140,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712068876751,SetMGNPot,24,18633723,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712068876751,SetMGNPot,24,18633723,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712068876751,SetMGNPot,24,18633723,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712068876751,SetMGNPot,24,18633723,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712068876751,SetMGNPot,24,18633723,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712068877265,SetMGNPot3,5,178,9941333,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712068877265,SetMGNPot3,5,178,9941333,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712068877265,SetMGNPot3,5,178,9941333,";47494f50010001004400000000000000e037000001000b0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712068877265,SetMGNPot3,5,178,9941333,";47494f50010001004400000000000000e037000001000b0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712068877265,SetMGNPot3,5,178,9941333,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712068877784,GetMGNAux,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f636861476574446174610000000000000000370000000cb0010000000000000000000000000002000000
"1712068878303,SetMGNAux,52532,";47494f50010001004c00000000000000e03700000100060004000000010000000d0000006d6f63686153657444617461003c237700000000370000000cb00100000000000000000000000000030000000400000034cd0000
"1712068879407,GetVersion,1,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c23770000000042000000c800000000000000000000000000000010000000
"1712068879407,GetVersion,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c23770000000042000000c900000000000000000000000000000010000000
"1712068879918,GetSystemInformation,0,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712068880427,GetAlarm,4,768,";47494f50010001004800000000000000e037000001001c0004000000010000001d0000006d6f63686147657443757272656e74416c61726d4d7367466972737400512f0100000000010000000400000000030000
"1712068880934,GetWorkPosition,3,1,";47494f50010001004400000000000000e03700000137570104000000010000000d0000006d6f636861476574446174610000000000000000250000000700000001000000040000000000000010000000
"1712068881455,GetWorkPosition2,2,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000700000001000000020000000000000010000000
"1712068881972,GetMachinePosition,2,0,";47494f50010001004400000000000000e03700000135570104000000010000000d0000006d6f636861476574446174610000000000000000250000000200000001000000020000000000000010000000
"1712068882478,GetMachinePosition2,1,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001200000001000000010000000000000010000000
"1712068882982,GetCurrentPosition,2,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f636861476574446174610000000000000000250000000300000001000000020000000000000010000000
"1712068883487,GetDistance,3,1,";47494f50010001004400000000000000e03700000135570104000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000040000000000000010000000
"1712068883996,GetDistance2,3,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000040000000000000010000000
"1712068884513,GetNextDistance,1,";47494f50010001004400000000000000e03700000135570104000000010000000d0000006d6f636861476574446174610000000000000000250000000a00000001000000010000000000000010000000
"1712068885030,GetFeedSpeed,3,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c237700000000210000000100000001000000000000000000000010000000
"1712068885540,GetTCPSpeed,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c237700000000210000000300000001000000000000000000000005000000
"1712068886046,GetManualOverlap,1,0,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f636861476574446174610000000000000000250000000800000001000000010000000000000010000000
"1712068886551,GetManualOverlap2,1,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000800000001000000010000000000000010000000
"1712068887067,GetProgramPosition,1,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000010000000000000010000000
"1712068887574,GetProgramPosition3,3,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712068888084,GetTCPMachinePosition,2,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c237700000000250000001900000001000000020000000000000005000000
"1712068888605,GetFeedbackPosition,1,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f636861476574446174610000000000000000250000002100000001000000010000000000000010000000
"1712068889111,GetTableCoordinationPosition,2,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f636861476574446174610000000000000000250000002200000001000000020000000000000010000000
"1712068889627,GetWorkInstallationPosition,2,";47494f50010001004400000000000000e03700000137570104000000010000000d0000006d6f636861476574446174610000000000000000250000002300000001000000020000000000000010000000
"1712068890137,GetInclinedSurfacePosition,3,";47494f50010001004400000000000000e03700000135570104000000010000000d0000006d6f636861476574446174610000000000000000250000002400000001000000040000000000000010000000
"1712068890647,GetGCodeCommand,17,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c237700000000290000001100000001000000000000000000000005000000
"1712068891160,GetToolCommand,1,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c237700000000290000006500000001000000010000000000000002000000
"1712068891667,GetFeedCommand,4,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000400000001000000000000000000000010000000
"1712068892177,GetCommand2,1,2,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000002b0000000200000001000000000000000000000003000000
"1712068892684,SetCommand2,1,3,8226268,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000026000000670000000100000000000000000000000300000004000000dc857d00
"1712068893192,CurrentBlockRead,2,";47494f50010001004400000000000000e03700000138570104000000010000001d0000006d6f63686147657443757272656e74507267426c6f636b466972737400000000000000000100000002000000
"1712068893704,GetProgramNumber2,1,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000c900000001000000000000000000000010000000
"1712068894213,GetSequenceNumber,1,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000ca00000001000000000000000000000003000000
"1712068894722,GetBlockNumber,1,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000cb00000001000000000000000000000003000000
"1712068895227,GetSubProLevel,";47494f50010001004400000000000000e03700000135570104000000010000000d0000006d6f6368614765744461746100000000000000002d0000000100000001000000000000000000000001000000
"1712068895735,GetInformation,1,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c237700000000190000000100000000000000000000000000000003000000
"1712068896243,GetCurrentBlockByByte,";47494f50010001004400000000000000e03700000136570104000000010000000d0000006d6f6368614765744461746100000000000000002d000000d400000001000000000000000000000003000000
"1712068896747,GetClockData,";47494f50010001004400000000000000e03700000100040004000000010000000d0000006d6f63686147657444617461003c237700000000280000000600000000000000000000000000000003000000
"1712068896747,GetClockData,";47494f50010001004400000000000000e03700000100040004000000010000000d0000006d6f63686147657444617461003c237700000000280000000700000000000000000000000000000003000000
"1712068897257,SetClockData,28677285,203546,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000060000000000000000000000000000000300000004000000a594b501
"1712068897763,GetAliveTime,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c237700000000280000000100000000000000000000000000000003000000
"1712068898268,SetAliveTime,50002394,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000010000000000000000000000000000000300000004000000daf9fa02
